http://spheric-sph.org/tests/test-10
time	Pressure(Pa)
0.3063	8.660423
0.3081	47.299423
0.3107	12.657623
0.31295	57.958423
0.3153	16.654723
0.3156	43.302223
0.32435	11.325223
0.32155	60.623223
0.3285	15.322323
0.32795	116.583023
0.33005	15.322323
0.33325	64.620323
0.33685	21.984223
0.33935	69.949823
0.34345	23.316623
0.34135	55.293623
0.34565	19.319523
0.3475	63.287923
0.35005	23.316623
0.3519	56.626023
0.35665	32.643223
0.3563	63.287923
0.36105	32.643223
0.36095	60.623223
0.3692	35.308023
0.368	67.285023
0.37225	40.637523
0.37075	79.276423
0.3758	48.631823
0.3785	72.614623
0.3848	44.634623
0.3807	96.597323
0.3859	49.964123
0.386	80.608823
0.3903	49.964123
0.3915	97.929723
0.3969	59.290823
0.3972	93.932623
0.4046	53.961323
0.40225	87.270723
0.40525	59.290823
0.40665	91.267823
0.4101	63.287923
0.4148	97.929723
0.41515	68.617423
0.41655	103.259223
0.4235	71.282223
0.42425	107.256423
0.42505	69.949823
0.4258	100.594523
0.4301	64.620323
0.4348	108.588723
0.4365	80.608823
0.43985	116.583023
0.4431	75.279323
0.4402	112.585923
0.4455	83.273623
0.44715	111.253523
0.45165	83.273623
0.45215	123.244923
0.45585	91.267823
0.45945	120.580123
0.46335	89.935523
0.463	125.909723
0.4664	81.941223
0.46615	121.912523
0.4719	89.935523
0.4731	124.577323
0.47505	99.262123
0.4753	137.901123
0.48225	100.594523
0.4825	133.903923
0.4893	100.594523
0.48675	140.565823
0.4906	104.591623
0.49355	139.233423
0.4972	115.250623
0.49845	144.562923
0.5016	116.583023
0.50045	147.227723
0.5058	120.580123
0.50995	172.542923
0.51015	121.912523
0.5116	171.210523
0.51635	132.571523
0.5195	163.216223
0.52135	136.568723
0.5216	173.875223
0.52535	136.568723
0.5272	167.213423
0.5302	144.562923
0.5332	177.872423
0.5379	153.889623
0.53885	179.204823
0.5445	149.892523
0.54475	184.534323
0.54515	145.895323
0.5468	188.531423
0.5507	159.219123
0.5534	189.863823
0.5566	164.548623
0.55645	199.190423
0.5601	167.213423
0.56215	205.852323
0.5667	168.545723
0.5697	211.181823
0.57065	171.210523
0.57495	201.855223
0.5777	176.540023
0.57955	208.517123
0.5814	176.540023
0.58075	219.176123
0.5854	176.540023
0.5853	205.852323
0.59045	176.540023
0.59285	208.517123
0.5964	188.531423
0.5965	217.843723
0.60145	185.866623
0.6003	209.849423
0.6052	184.534323
0.6099	211.181823
0.612	191.196223
0.6143	219.176123
0.61575	192.528523
0.61585	223.173223
0.623	197.858023
0.6233	229.835123
0.6252	195.193323
0.6278	229.835123
0.63115	203.187623
0.63475	235.164623
0.6366	209.849423
0.63915	247.156023
0.6428	211.181823
0.6409	244.491323
0.64555	219.176123
0.64705	245.823623
0.6503	223.173223
0.6512	268.474123
0.6595	233.832223
0.6576	261.812223
0.6617	237.829423
0.6623	271.138823
0.6657	239.161723
0.66905	265.809323
0.6705	243.158923
0.6735	284.462623
0.6769	241.826523
0.67715	283.130223
0.68105	249.820823
0.6808	288.459723
0.6863	259.147423
0.68795	285.795023
0.69225	256.482723
0.69345	291.124523
0.69665	268.474123
0.697	296.454023
0.70105	267.141723
0.70005	317.772023
0.70985	268.474123
0.70885	305.780623
0.71005	273.803623
0.7135	303.115923
0.71665	279.133123
0.7185	304.448223
0.72305	271.138823
0.7209	315.107323
0.72525	272.471223
0.7273	299.118723
0.7314	273.803623
0.7344	307.113023
0.73975	276.468323
0.73565	309.777823
0.7442	272.471223
0.74405	307.113023
0.74635	273.803623
0.7476	321.769223
0.7503	275.135923
0.7539	311.110123
0.7569	277.800723
0.75525	316.439623
0.76305	280.465523
0.76145	312.442523
0.76965	280.465523
0.76735	309.777823
0.7701	281.797823
0.77325	316.439623
0.77515	293.789223
0.77955	327.098723
0.78435	293.789223
0.78155	335.092923
0.7857	291.124523
0.788	320.436823
0.79035	301.783523
0.79305	339.090123
0.79605	304.448223
0.799	336.425323
0.80155	309.777823
0.80415	352.413823
0.80725	311.110123
0.807	349.749123
0.811	320.436823
0.81465	352.413823
0.81605	324.433923
0.81835	357.743423
0.82155	328.431023
0.82495	381.726123
0.8266	323.101523
0.8265	353.746223
0.83015	328.431023
0.8304	367.070023
0.83805	335.092923
0.8382	367.070023
0.84485	335.092923
0.84055	361.740523
0.8486	333.760623
0.84605	359.075723
0.85035	332.428223
0.85025	376.396623
0.8572	333.760623
0.85905	375.064323
0.86335	332.428223
0.8621	361.740523
0.86575	329.763423
0.86865	355.078623
0.8708	332.428223
0.87365	363.072923
0.8761	331.095823
0.87925	357.743423
0.8849	325.766323
0.88035	363.072923
0.88555	323.101523
0.88805	349.749123
0.8906	321.769223
0.8918	357.743423
0.8961	324.433923
0.89935	369.734723
0.9016	320.436823
0.903	352.413823
0.90995	317.772023
0.9079	367.070023
0.91015	321.769223
0.91355	359.075723
0.9161	324.433923
0.9186	359.075723
0.92425	320.436823
0.9202	365.737623
0.9293	321.769223
0.9296	353.746223
0.93105	319.104423
0.9314	369.734723
0.93525	335.092923
0.93785	359.075723
0.9416	331.095823
0.94015	359.075723
0.94645	327.098723
0.9477	363.072923
0.9504	329.763423
0.95315	385.723323
0.95685	337.757723
0.95775	367.070023
0.9636	333.760623
0.96075	376.396623
0.9669	328.431023
0.9683	381.726123
0.9722	332.428223
0.97495	383.058523
0.9777	332.428223
0.9786	369.734723
0.9834	332.428223
0.9804	361.740523
0.99	328.431023
0.9859	356.411023
0.9902	327.098723
0.9921	363.072923
0.99835	324.433923
0.99565	375.064323
1.0034	313.774923
1.0006	355.078623
1.0054	315.107323
1.0068	345.752023
1.01395	305.780623
1.0123	344.419623
1.0199	304.448223
1.01925	348.416723
1.02495	297.786423
1.0202	331.095823
1.0254	291.124523
1.0297	331.095823
1.03045	288.459723
1.03095	325.766323
1.0366	288.459723
1.03735	332.428223
1.0421	283.130223
1.0422	329.763423
1.0498	277.800723
1.0493	320.436823
1.05265	279.133123
1.05305	312.442523
1.0597	280.465523
1.05735	311.110123
1.0643	267.141723
1.06065	309.777823
1.0698	264.476923
1.06795	304.448223
1.07245	263.144523
1.0727	309.777823
1.0764	276.468323
1.0772	320.436823
1.08145	269.806423
1.0847	300.451123
1.0872	264.476923
1.08925	295.121623
1.09025	268.474123
1.0943	296.454023
1.0984	265.809323
1.0961	304.448223
1.10455	255.150323
1.1023	291.124523
1.10915	257.815023
1.10695	291.124523
1.11115	255.150323
1.1119	280.465523
1.1156	252.485523
1.11925	284.462623
1.12325	243.158923
1.12115	279.133123
1.12875	236.497023
1.12685	263.144523
1.1327	236.497023
1.13345	265.809323
1.1393	229.835123
1.13565	260.479823
1.14435	220.508523
1.14115	256.482723
1.14545	216.511323
1.14665	244.491323
1.1503	209.849423
1.1502	236.497023
1.158	204.519923
1.1559	236.497023
1.1635	193.860923
1.16005	236.497023
1.16945	187.199023
1.1667	236.497023
1.1701	180.537123
1.1704	211.181823
1.17905	181.869523
1.17635	209.849423
1.18485	172.542923
1.18295	208.517123
1.1877	168.545723
1.18845	207.184723
1.1912	164.548623
1.1905	195.193323
1.1978	160.551523
1.19855	189.863823
1.2033	151.224823
1.2008	189.863823
1.2097	148.560123
1.2061	177.872423
1.21275	145.895323
1.21225	173.875223
1.21805	141.898223
1.2173	172.542923
1.22355	129.906823
1.22135	176.540023
1.2251	129.906823
1.229	160.551523
1.2306	124.577323
1.23265	151.224823
1.23915	124.577323
1.23655	156.554323
1.24355	115.250623
1.2402	141.898223
1.2491	103.259223
1.24785	156.554323
1.2506	107.256423
1.25245	131.239223
1.25765	93.932623
1.25555	151.224823
1.2647	89.935523
1.2604	119.247823
1.2693	79.276423
1.26695	109.921123
1.27435	77.944123
1.27225	137.901123
1.2792	73.946923
1.27555	107.256423
1.2803	59.290823
1.28055	101.926923
1.2893	52.628923
1.28675	84.606023
1.2904	45.967023
1.29015	85.938323
1.297	44.634623
1.29555	76.611723
1.3036	32.643223
1.3007	64.620323
1.30955	21.984223
1.30635	67.285023
1.3146	21.984223
1.31315	48.631823
1.3177	16.654723
1.31805	53.961323
1.32475	7.328123
1.3204	59.290823
1.3289	-4.663277
1.32635	41.969923
1.3322	-3.330977
1.3323	25.981323
1.3388	-7.328077
1.33545	17.987123
1.34475	-23.316577
1.3411	17.987123
1.34935	-28.646077
1.34615	0.666223
1.3529	-27.313777
1.3523	9.992823
1.35595	-33.975577
1.3552	-7.328077
1.36475	-48.631777
1.36065	-11.325177
1.3685	-48.631777
1.3669	-12.657577
1.3709	-49.964177
1.37165	-25.981377
1.37795	-53.961277
1.3757	-9.992877
1.38455	-63.287977
1.38225	-21.984277
1.3885	-64.620277
1.3875	-19.319477
1.39005	-68.617477
1.3919	-31.310877
1.3971	-60.623177
1.39895	-28.646077
1.40325	-63.287977
1.404	-33.975577
1.40525	-65.952677
1.4084	-28.646077
1.4127	-52.628877
1.415	-12.657577
1.41685	-43.302277
1.4196	-17.987077
1.4244	-48.631777
1.4225	-9.992877
1.42525	-40.637477
1.4283	0.666223
1.4314	-40.637477
1.43395	-1.998577
1.4356	-27.313777
1.43585	7.328123
1.4435	-17.987077
1.44075	7.328123
1.44525	-23.316577
1.44615	11.325223
1.45055	-17.987077
1.4537	15.322323
1.46	-8.660477
1.4567	19.319523
1.46375	-11.325177
1.4603	20.651823
1.46815	-13.989977
1.4679	15.322323
1.47015	-8.660477
1.47435	20.651823
1.4798	-4.663277
1.47505	21.984223
1.48335	-5.995677
1.48125	23.316623
1.4853	-8.660477
1.48945	20.651823
1.49035	-13.989977
1.49105	23.316623
1.49695	-8.660477
1.49725	37.972723
1.5029	-8.660477
1.50275	27.313723
1.50575	-5.995677
1.50825	21.984223
1.5108	-1.998577
1.51485	27.313723
1.5165	-1.998577
1.51685	36.640423
1.52245	-1.998577
1.52015	32.643223
1.5251	-4.663277
1.5268	45.967023
1.5306	1.998523
1.5316	28.646123
1.53525	-0.666177
1.53535	25.981323
1.5438	-3.330977
1.54025	33.975623
1.5462	-3.330977
1.5487	31.310923
1.5506	-3.330977
1.55145	28.646123
1.55545	0.666223
1.5584	31.310923
1.5634	-1.998577
1.5636	41.969923
1.56865	-4.663277
1.5662	32.643223
1.5704	-7.328077
1.5745	44.634623
1.57745	0.666223
1.57585	28.646123
1.58315	-4.663277
1.5806	23.316623
1.58755	-9.992877
1.5868	29.978523
1.5902	1.998523
1.59425	32.643223
1.59855	0.666223
1.598	29.978523
1.60055	-3.330977
1.6004	25.981323
1.60515	-3.330977
1.607	24.649023
1.6102	-0.666177
1.61405	27.313723
1.61835	0.666223
1.61645	31.310923
1.6223	0.666223
1.6213	32.643223
1.6267	0.666223
1.6286	27.313723
1.6309	0.666223
1.63325	28.646123
1.63905	3.330923
1.63515	45.967023
1.64455	-1.998577
1.64445	37.972723
1.6465	-1.998577
1.64635	25.981323
1.65025	-9.992877
1.6532	29.978523
1.6564	-3.330977
1.656	44.634623
1.6641	0.666223
1.66065	27.313723
1.6696	-3.330977
1.66835	43.302223
1.67025	4.663323
1.6734	36.640423
1.6762	5.995723
1.6798	39.305123
1.6828	0.666223
1.68045	32.643223
1.68565	0.666223
1.68955	36.640423
1.69025	3.330923
1.6941	32.643223
1.6984	3.330923
1.69655	36.640423
1.70395	-1.998577
1.7041	36.640423
1.7094	0.666223
1.7075	27.313723
1.71095	3.330923
1.71325	33.975623
1.716	7.328123
1.71565	56.626023
1.7237	3.330923
1.72495	35.308023
1.7281	0.666223
1.72775	45.967023
1.73055	3.330923
1.7348	40.637523
1.73975	1.998523
1.73905	39.305123
1.74415	1.998523
1.7405	28.646123
1.74965	0.666223
1.74785	32.643223
1.75075	-9.992877
1.75145	52.628923
1.75625	0.666223
1.757	33.975623
1.7622	-1.998577
1.7621	32.643223
1.76525	-1.998577
1.7655	29.978523
1.7723	4.663323
1.7733	37.972723
1.77695	-0.666177
1.77855	36.640423
1.7833	0.666223
1.7812	32.643223
1.78705	0.666223
1.7856	32.643223
1.791	3.330923
1.7939	39.305123
1.79605	4.663323
1.7957	31.310923
1.8022	0.666223
1.8001	36.640423
1.80925	-1.998577
1.8069	48.631823
1.8108	3.330923
1.81205	36.640423
1.8152	0.666223
1.81945	37.972723
1.8218	3.330923
1.82095	40.637523
1.82575	0.666223
1.82665	37.972723
1.8308	-1.998577
1.83155	49.964123
1.83695	1.998523
1.83645	35.308023
1.8429	3.330923
1.84325	44.634623
1.84955	-1.998577
1.8498	37.972723
1.85015	7.328123
1.85465	35.308023
1.85545	4.663323
1.85505	41.969923
1.86335	7.328123
1.86065	36.640423
1.8693	-0.666177
1.86785	32.643223
1.87015	3.330923
1.87355	33.975623
1.8781	3.330923
1.8786	40.637523
1.8847	3.330923
1.88025	35.308023
1.8893	5.995723
1.88785	28.646123
1.89195	7.328123
1.89345	47.299423
1.89765	9.992823
1.89795	43.302223
1.9025	-0.666177
1.90385	36.640423
1.9058	1.998523
1.90835	51.296523
1.91085	4.663323
1.9142	51.296523
1.91525	11.325223
1.9151	57.958423
1.92185	5.995723
1.92425	41.969923
1.9278	5.995723
1.9284	49.964123
1.9302	3.330923
1.9337	40.637523
1.9376	7.328123
1.93785	36.640423
1.9434	7.328123
1.9404	33.975623
1.9498	-5.995677
1.94945	40.637523
1.95055	4.663323
1.9547	39.305123
1.95615	8.660423
1.9569	36.640423
1.96275	-0.666177
1.9648	45.967023
1.96935	1.998523
1.967	28.646123
1.9709	8.660423
1.9726	47.299423
1.9777	11.325223
1.97865	52.628923
1.9843	-3.330977
1.98465	53.961323
1.9865	5.995723
1.9872	47.299423
1.9909	7.328123
1.9932	48.631823
1.9955	3.330923
1.99575	41.969923
2.0021	3.330923
2.0002	40.637523
2.0065	0.666223
2.0088	31.310923
2.01045	5.995723
2.0132	41.969923
2.0153	15.322323
2.02	44.634623
2.0232	8.660423
2.02355	63.287923
2.02585	8.660423
2.02595	53.961323
2.03025	7.328123
2.0335	44.634623
2.03685	12.657623
2.03715	40.637523
2.0432	11.325223
2.0423	49.964123
2.0452	1.998523
2.0491	40.637523
2.054	7.328123
2.05435	55.293623
2.0564	3.330923
2.05715	43.302223
2.06455	9.992823
2.06485	43.302223
2.06545	5.995723
2.0657	55.293623
2.07005	12.657623
2.07385	40.637523
2.0762	15.322323
2.07715	44.634623
2.08345	8.660423
2.08365	65.952723
2.08895	1.998523
2.0853	35.308023
2.0907	8.660423
2.09365	55.293623
2.09775	16.654723
2.0954	43.302223
2.10435	11.325223
2.10245	59.290823
2.1083	8.660423
2.10795	40.637523
2.1121	9.992823
2.113	61.955523
2.1169	17.987123
2.11805	45.967023
2.1233	11.325223
2.12355	53.961323
2.12985	9.992823
2.1256	45.967023
2.13095	13.989923
2.13215	43.302223
2.13705	12.657623
2.13875	43.302223
2.14305	11.325223
2.14095	41.969923
2.149	8.660423
2.14645	40.637523
2.1512	15.322323
2.15435	44.634623
2.15605	15.322323
2.1575	48.631823
2.1602	13.989923
2.1603	59.290823
2.16505	15.322323
2.1669	40.637523
2.17275	7.328123
2.17175	45.967023
2.17825	15.322323
2.1753	47.299423
2.18335	12.657623
2.1837	52.628923
2.1886	15.322323
2.1867	39.305123
2.19035	12.657623
2.19165	51.296523
2.1954	16.654723
2.19515	45.967023
2.20135	16.654723
2.20015	43.302223
2.20685	8.660423
2.2075	59.290823
2.21015	15.322323
2.2133	45.967023
2.21675	19.319523
2.2182	51.296523
2.2227	15.322323
2.22035	44.634623
2.22965	5.995723
2.22525	48.631823
2.23015	17.987123
2.2328	52.628923
2.2372	21.984223
2.23645	52.628923
2.2447	19.319523
2.24135	59.290823
2.2458	16.654723
2.24655	43.302223
2.2513	20.651823
2.2528	67.285023
2.2557	19.319523
2.2582	51.296523
2.2645	11.325223
2.26475	51.296523
2.2656	16.654723
2.26815	47.299423
2.27045	15.322323
2.2713	48.631823
2.27645	24.649023
2.27515	53.961323
2.28275	20.651823
2.28085	51.296523
2.28915	20.651823
2.28815	57.958423
2.29025	23.316623
2.2934	52.628923
2.2962	27.313723
2.29745	59.290823
2.3028	24.649023
2.30045	51.296523
2.3052	21.984223
2.30595	69.949823
2.31115	23.316623
2.31155	67.285023
2.31995	27.313723
2.31565	52.628923
2.32215	23.316623
2.3249	55.293623
2.3288	23.316623
2.32665	51.296523
2.33095	20.651823
2.3341	52.628923
2.33635	28.646123
2.3352	69.949823
2.3415	21.984223
2.34025	60.623223
2.3455	24.649023
2.3462	53.961323
2.35095	23.316623
2.35215	55.293623
2.3571	28.646123
2.3572	59.290823
2.3635	23.316623
2.36315	69.949823
2.3657	25.981323
2.36735	80.608823
2.37295	-844.061077
2.3749	3683.358623
2.37605	1350.364723
2.37505	3263.659523
2.385	1780.722723
2.38135	2673.416023
2.3851	1754.075223
2.38975	2317.671023
2.39495	1884.648223
2.39045	2374.963323
2.39915	1563.545223
2.39505	1911.295823
2.40485	1247.771623
2.40055	1614.175523
2.4096	1074.562523
2.40515	1291.740123
2.41455	945.321923
2.4101	1099.877723
2.4196	870.708723
2.4153	977.298923
2.42445	796.095623
2.4217	925.336223
2.42995	749.462423
2.4274	837.399323
2.435	698.832023
2.43025	770.780423
2.43655	665.522623
2.4353	722.814823
2.441	674.849223
2.4439	728.144323
2.4482	658.860723
2.44545	722.814823
2.45415	650.866423
2.4516	688.173023
2.4581	642.872223
2.45625	700.164423
2.46295	614.892223
2.46325	665.522623
2.46895	614.892223
2.46775	666.855023
2.4702	617.557023
2.475	654.863623
2.4779	628.216023
2.47815	658.860723
2.48205	622.886523
2.4818	674.849223
2.49	612.227523
2.4868	648.201723
2.49045	612.227523
2.4935	649.534023
2.49705	614.892223
2.4958	646.869323
2.50365	613.559823
2.50045	666.855023
2.50605	614.892223
2.5079	638.875023
2.51025	612.227523
2.5144	662.857823
2.51885	610.895123
2.5163	665.522623
2.52015	618.889423
2.5229	664.190223
2.5252	616.224623
2.5297	657.528323
2.53025	636.210323
2.53255	680.178723
2.536	642.872223
2.53955	672.184523
2.5404	644.204523
2.54465	682.843523
2.54595	649.534023
2.5471	692.170123
2.5503	660.193123
2.5539	696.167323
2.558	657.528323
2.55985	693.502523
2.5646	654.863623
2.56245	696.167323
2.5681	656.195923
2.57	692.170123
2.5703	664.190223
2.57435	696.167323
2.57865	669.519723
2.5794	705.493923
2.58175	665.522623
2.5813	702.829223
2.5857	665.522623
2.58885	706.826323
2.59385	685.508223
2.59315	720.150123
2.59515	692.170123
2.59675	725.479623
2.60485	688.173023
2.6003	726.811923
2.60505	689.505423
2.6085	720.150123
2.6101	694.834923
2.6146	720.150123
2.61605	689.505423
2.6159	725.479623
2.6231	685.508223
2.62055	716.152923
2.62595	680.178723
2.62835	718.817723
2.63035	692.170123
2.63375	726.811923
2.63565	704.161523
2.63945	744.132923
2.64005	694.834923
2.6403	733.473823
2.6456	708.158723
2.6485	744.132923
2.65125	714.820523
2.6509	765.450923
2.6552	733.473823
2.65905	765.450923
2.6618	741.468123
2.6626	774.777523
2.666	748.130023
2.6661	798.760323
2.6704	766.783323
2.6749	824.075523
2.6759	790.766123
2.6793	818.746023
2.68135	798.760323
2.6811	830.737423
2.68535	798.760323
2.6894	836.066923
2.6902	806.754623
2.6928	852.055423
2.69635	821.410823
2.6998	856.052623
2.7047	829.405023
2.70035	869.376423
2.70975	820.078423
2.7094	869.376423
2.71065	818.746023
2.7134	858.717323
2.7199	822.743123
2.71535	856.052623
2.7245	812.084123
2.72085	857.385023
2.7267	809.419423
2.72855	845.393623
2.73485	805.422223
2.7328	845.393623
2.7388	784.104223
2.73915	830.737423
2.74475	762.786123
2.74065	804.089923
2.75	741.468123
2.74505	782.771823
2.75245	726.811923
2.7501	765.450923
2.7599	709.491023
2.7554	761.453823
2.765	678.846423
2.76175	744.132923
2.76695	664.190223
2.7693	712.155823
2.77465	638.875023
2.7708	685.508223
2.7786	609.562723
2.77825	654.863623
2.785	593.574223
2.7801	650.866423
2.78915	530.952423
2.78845	628.216023
2.7947	524.290523
2.7919	597.571323
2.7958	510.966823
2.7952	574.920923
2.80435	469.663123
2.8005	557.600023
2.80985	413.703223
2.8051	492.313523
2.8149	380.393823
2.81015	436.353623
2.81995	333.760623
2.8152	413.703223
2.82475	295.121623
2.82005	357.743423
2.8299	257.815023
2.8251	308.445423
2.8325	228.502723
2.8348	287.127323
2.84	31.310923
2.83545	289.792123
2.8402	28.646123
2.84235	124.577323
2.84965	-4.663277
2.8482	67.285023
2.8501	13.989923
2.85435	149.892523
2.85935	11.325223
2.85525	137.901123
2.86485	-23.316577
2.86165	48.631823
2.86925	-35.307977
2.868	8.660423
2.8708	-31.310877
2.8731	13.989923
2.8798	-47.299377
2.8755	-5.995677
2.882	-63.287977
2.881	-29.978477
2.88685	-65.952677
2.88715	-33.975577
2.89455	-71.282177
2.8921	-33.975577
2.89695	-88.603077
2.89965	-40.637477
2.90355	-99.262077
2.90015	-40.637477
2.9064	-84.605977
2.9098	-8.660477
2.9101	-4.663277
2.9146	333.760623
2.9181	5.995723
2.9151	287.127323
2.92445	-20.651877
2.9206	180.537123
2.92755	52.628923
2.9253	152.557223
2.93175	9.992823
2.933	164.548623
2.9394	48.631823
2.93795	123.244923
2.9438	29.978523
2.94215	121.912523
2.94975	-32.643277
2.9457	60.623223
2.9539	-48.631777
2.955	25.981323
2.95525	-43.302277
2.9591	52.628923
2.96295	-87.270677
2.9606	40.637523
2.9655	-60.623177
2.96655	57.958423
2.97395	-49.964177
2.97075	-11.325177
2.97505	-47.299377
2.9784	-15.322377
2.98365	-55.293677
2.9808	-15.322377
2.9856	-60.623177
2.98945	1.998523
2.99115	-164.548577
2.99155	109.921123
2.9953	-77.944077
2.9958	39.305123
3.00035	-37.972777
3.0009	17.987123
3.0054	-27.313777
3.0079	9.992823
3.0109	-12.657577
3.0135	25.981323
3.0164	4.663323
3.02	33.975623
3.025	-1.998577
3.0211	32.643223
3.0296	-12.657577
3.0255	24.649023
3.0304	-13.989977
3.03165	16.654723
3.0373	-15.322377
3.03965	16.654723
3.043	-19.319477
3.04045	13.989923
3.0461	-19.319477
3.0491	19.319523
3.0529	-23.316577
3.05035	12.657623
3.05865	-19.319477
3.0584	16.654723
3.0646	-33.975577
3.0607	16.654723
3.06965	-32.643277
3.06795	-0.666177
3.0705	-36.640377
3.07285	8.660423
3.0797	-47.299377
3.07605	-9.992877
3.0813	-45.966977
3.08005	-16.654677
3.0857	-48.631777
3.0882	-21.984277
3.09185	-45.966977
3.0926	-15.322377
3.09845	-40.637477
3.09895	-1.998577
3.1044	-45.966977
3.10075	-8.660477
3.10945	-53.961277
3.10675	-12.657577
3.11145	-56.626077
3.11175	-17.987077
3.11605	-47.299377
3.11905	-5.995677
3.12025	-39.305177
3.12075	-11.325177
3.12575	-43.302277
3.12735	-4.663277
3.13115	-35.307977
3.13285	-8.660477
3.13695	-43.302277
3.1355	-7.328077
3.14465	-45.966977
3.1421	-11.325177
3.14775	-51.296577
3.1465	-21.984277
3.15015	-51.296577
3.15355	-17.987077
3.15675	-57.958377
3.15565	-25.981377
3.1638	-61.955577
3.1601	-23.316577
3.16535	-72.614577
3.1679	-28.646077
3.1704	-65.952677
3.17225	-37.972777
3.17985	-65.952677
3.1767	-16.654677
3.1836	-77.944077
3.18325	-33.975577
3.1891	-84.605977
3.18765	-24.648977
3.1924	-87.270677
3.1938	-49.964177
3.19965	-85.938377
3.19785	-52.628877
3.2045	-89.935477
3.20085	-57.958377
3.20625	-89.935477
3.20745	-61.955577
3.2111	-93.932577
3.215	-51.296577
3.21835	-88.603077
3.2191	-56.626077
3.22385	-91.267877
3.2231	-56.626077
3.2254	-104.591677
3.2279	-60.623177
3.23005	-89.935477
3.23295	-56.626077
3.2366	-84.605977
3.23515	-53.961277
3.24495	-87.270677
3.24175	-51.296577
3.2465	-91.267877
3.24765	-51.296577
3.25005	-93.932577
3.2521	-55.293677
3.2564	-84.605977
3.2577	-36.640377
3.26365	-91.267877
3.26135	-51.296577
3.26565	-85.938377
3.26685	-57.958377
3.27005	-81.941177
3.27295	-47.299377
3.2751	-83.273577
3.2785	-51.296577
3.2806	-84.605977
3.2829	-44.634677
3.2852	-84.605977
3.28705	-55.293677
3.2923	-85.938377
3.29415	-44.634677
3.29775	-85.938377
3.29565	-49.964177
3.30215	-92.600277
3.30005	-32.643277
3.3094	-93.932577
3.30605	-60.623177
3.3127	-95.264977
3.315	-64.620277
3.3191	-95.264977
3.3159	-53.961277
3.32195	-95.264977
3.32115	-63.287977
3.32965	-104.591677
3.32665	-73.946977
3.3301	-101.926877
3.3328	-69.949777
3.33625	-105.923977
3.3394	-71.282177
3.34175	-104.591677
3.3415	-1.998577
3.34965	-105.923977
3.346	-75.279377
3.3521	-104.591677
3.35235	-65.952677
3.35845	-99.262077
3.3555	-65.952677
3.3644	-105.923977
3.36415	-59.290777
3.3688	-101.926877
3.3658	-63.287977
3.37135	-100.594477
3.3735	-69.949777
3.3754	-95.264977
3.37575	-57.958377
3.3844	-96.597377
3.38255	-64.620277
3.3866	-99.262077
3.3878	-53.961277
3.39035	-96.597377
3.39375	-60.623177
3.3954	-89.935477
3.3957	-61.955577
3.4042	-96.597377
3.4001	-67.285077
3.40815	-100.594477
3.40845	-67.285077
3.4117	-97.929777
