time_EXP PISTON_MOTION WG1_EXP WG2_EXP WG3_EXP
2.45	-0.011	-0.006	-0.002	0.001
2.475	-0.014	-0.01	-0.002	0.001
2.5	-0.018	-0.015	-0.002	0.001
2.525	-0.02	-0.019	-0.003	0.001
2.55	-0.023	-0.022	-0.003	0.001
2.575	-0.024	-0.025	-0.003	0.001
2.6	-0.026	-0.028	-0.004	0.001
2.625	-0.026	-0.03	-0.004	0.001
2.65	-0.026	-0.031	-0.004	0.001
2.675	-0.025	-0.032	-0.004	0.001
2.7	-0.024	-0.032	-0.004	0.001
2.725	-0.022	-0.032	-0.004	0.001
2.75	-0.019	-0.031	-0.004	0.001
2.775	-0.017	-0.03	-0.004	0.001
2.8	-0.013	-0.028	-0.004	0.001
2.825	-0.009	-0.026	-0.004	0.001
2.85	-0.005	-0.023	-0.003	0.001
2.875	-0.001	-0.019	-0.002	0.001
2.9	0.003	-0.014	-0.002	0.001
2.925	0.007	-0.009	-0.001	0.001
2.95	0.011	-0.004	0	0.001
2.975	0.014	0.003	0.001	0.001
3	0.018	0.009	0.003	0.001
3.025	0.02	0.016	0.004	0
3.05	0.023	0.022	0.005	0
3.075	0.024	0.028	0.007	0
3.1	0.026	0.033	0.008	0
3.125	0.026	0.037	0.01	0
3.15	0.026	0.039	0.011	0
3.175	0.025	0.039	0.012	0
3.2	0.024	0.038	0.013	0
3.225	0.022	0.036	0.014	-0.001
3.25	0.019	0.033	0.015	-0.001
3.275	0.017	0.028	0.015	-0.001
3.3	0.013	0.023	0.015	-0.001
3.325	0.009	0.017	0.015	-0.001
3.35	0.005	0.012	0.014	-0.001
3.375	0.001	0.007	0.013	-0.001
3.4	-0.003	0.002	0.011	-0.001
3.425	-0.007	-0.003	0.009	-0.002
3.45	-0.011	-0.007	0.007	-0.002
3.475	-0.014	-0.012	0.004	-0.002
3.5	-0.018	-0.016	0.002	-0.002
3.525	-0.02	-0.019	-0.001	-0.002
3.55	-0.023	-0.022	-0.004	-0.002
3.575	-0.024	-0.025	-0.007	-0.001
3.6	-0.026	-0.027	-0.01	-0.001
3.625	-0.026	-0.029	-0.013	-0.001
3.65	-0.026	-0.03	-0.015	-0.001
3.675	-0.025	-0.031	-0.018	-0.001
3.7	-0.024	-0.031	-0.02	0
3.725	-0.022	-0.031	-0.022	0
3.75	-0.019	-0.03	-0.023	0.001
3.775	-0.016	-0.029	-0.024	0.001
3.8	-0.013	-0.027	-0.025	0.002
3.825	-0.009	-0.025	-0.025	0.003
3.85	-0.005	-0.022	-0.024	0.003
3.875	-0.001	-0.019	-0.023	0.004
3.9	0.003	-0.014	-0.022	0.005
3.925	0.007	-0.009	-0.02	0.006
3.95	0.011	-0.004	-0.017	0.007
3.975	0.014	0.002	-0.014	0.007
4	0.018	0.009	-0.01	0.008
4.025	0.02	0.015	-0.005	0.009
4.05	0.023	0.022	0	0.009
4.075	0.025	0.028	0.005	0.01
4.1	0.026	0.033	0.011	0.01
4.125	0.026	0.037	0.017	0.01
4.15	0.026	0.039	0.023	0.01
4.175	0.025	0.04	0.028	0.01
4.2	0.024	0.04	0.034	0.009
4.225	0.022	0.037	0.038	0.009
4.25	0.019	0.033	0.04	0.008
4.275	0.016	0.029	0.041	0.007
4.3	0.013	0.023	0.04	0.006
4.325	0.009	0.017	0.037	0.005
4.35	0.005	0.012	0.032	0.004
4.375	0.001	0.006	0.026	0.002
4.4	-0.003	0.002	0.019	0.001
4.425	-0.007	-0.003	0.011	-0.001
4.45	-0.011	-0.007	0.003	-0.002
4.475	-0.014	-0.012	-0.004	-0.004
4.5	-0.018	-0.015	-0.01	-0.005
4.525	-0.02	-0.019	-0.016	-0.007
4.55	-0.023	-0.022	-0.021	-0.008
4.575	-0.024	-0.025	-0.025	-0.01
4.6	-0.026	-0.027	-0.028	-0.011
4.625	-0.026	-0.028	-0.031	-0.012
4.65	-0.026	-0.03	-0.033	-0.013
4.675	-0.025	-0.03	-0.035	-0.014
4.7	-0.024	-0.031	-0.035	-0.014
4.725	-0.022	-0.031	-0.036	-0.014
4.75	-0.019	-0.03	-0.035	-0.014
4.775	-0.017	-0.029	-0.034	-0.014
4.8	-0.013	-0.027	-0.032	-0.013
4.825	-0.009	-0.025	-0.03	-0.012
4.85	-0.005	-0.022	-0.028	-0.011
4.875	-0.001	-0.019	-0.025	-0.009
4.9	0.003	-0.015	-0.021	-0.007
4.925	0.007	-0.01	-0.016	-0.005
4.95	0.011	-0.004	-0.011	-0.002
4.975	0.014	0.002	-0.006	0.001
5	0.018	0.009	0	0.004
5.025	0.02	0.016	0.006	0.007
5.05	0.023	0.022	0.012	0.011
5.075	0.025	0.028	0.018	0.014
5.1	0.026	0.034	0.023	0.018
5.125	0.026	0.037	0.028	0.021
5.15	0.026	0.04	0.032	0.024
5.175	0.025	0.041	0.035	0.026
5.2	0.024	0.04	0.037	0.027
5.225	0.022	0.037	0.037	0.028
5.25	0.019	0.033	0.037	0.028
5.275	0.016	0.029	0.035	0.027
5.3	0.013	0.023	0.032	0.025
5.325	0.009	0.018	0.028	0.023
5.35	0.005	0.012	0.023	0.019
5.375	0.001	0.007	0.018	0.015
5.4	-0.003	0.003	0.012	0.011
5.425	-0.007	-0.002	0.006	0.006
5.45	-0.011	-0.007	0	0.001
5.475	-0.014	-0.011	-0.005	-0.003
5.5	-0.018	-0.015	-0.01	-0.008
5.525	-0.02	-0.019	-0.015	-0.013
5.55	-0.023	-0.022	-0.019	-0.017
5.575	-0.025	-0.024	-0.022	-0.021
5.6	-0.026	-0.026	-0.025	-0.024
5.625	-0.026	-0.028	-0.027	-0.027
5.65	-0.026	-0.029	-0.029	-0.029
5.675	-0.025	-0.03	-0.031	-0.031
5.7	-0.024	-0.031	-0.031	-0.032
5.725	-0.022	-0.03	-0.032	-0.033
5.75	-0.019	-0.03	-0.031	-0.033
5.775	-0.016	-0.029	-0.031	-0.033
5.8	-0.013	-0.027	-0.029	-0.032
5.825	-0.009	-0.025	-0.028	-0.03
5.85	-0.005	-0.022	-0.026	-0.028
5.875	-0.001	-0.019	-0.023	-0.025
5.9	0.003	-0.014	-0.02	-0.021
5.925	0.007	-0.009	-0.016	-0.016
5.95	0.011	-0.004	-0.011	-0.011
5.975	0.014	0.003	-0.007	-0.005
6	0.018	0.009	-0.001	0.003
6.025	0.02	0.016	0.004	0.01
6.05	0.023	0.023	0.01	0.018
6.075	0.024	0.029	0.015	0.026
6.1	0.026	0.034	0.021	0.033
6.125	0.026	0.038	0.026	0.039
6.15	0.026	0.04	0.031	0.044
6.175	0.025	0.041	0.035	0.047
6.2	0.024	0.04	0.038	0.047
6.225	0.022	0.038	0.039	0.046
6.25	0.019	0.034	0.04	0.042
6.275	0.016	0.029	0.038	0.036
6.3	0.013	0.024	0.035	0.03
6.325	0.009	0.018	0.031	0.022
6.35	0.005	0.013	0.025	0.014
6.375	0.001	0.007	0.019	0.007
6.4	-0.003	0.002	0.012	-0.001
6.425	-0.007	-0.002	0.005	-0.007
6.45	-0.011	-0.007	-0.001	-0.013
6.475	-0.014	-0.011	-0.007	-0.018
6.5	-0.018	-0.015	-0.012	-0.022
6.525	-0.021	-0.019	-0.017	-0.026
6.55	-0.023	-0.022	-0.021	-0.029
6.575	-0.025	-0.024	-0.024	-0.032
6.6	-0.026	-0.026	-0.027	-0.033
6.625	-0.026	-0.028	-0.029	-0.035
6.65	-0.026	-0.029	-0.031	-0.035
6.675	-0.025	-0.03	-0.032	-0.035
6.7	-0.024	-0.03	-0.032	-0.035
6.725	-0.022	-0.03	-0.032	-0.034
6.75	-0.019	-0.029	-0.032	-0.032
6.775	-0.017	-0.028	-0.031	-0.03
6.8	-0.013	-0.027	-0.029	-0.028
6.825	-0.009	-0.025	-0.028	-0.025
6.85	-0.005	-0.022	-0.025	-0.02
6.875	-0.001	-0.018	-0.022	-0.016
6.9	0.003	-0.014	-0.019	-0.01
6.925	0.007	-0.009	-0.015	-0.005
6.95	0.011	-0.003	-0.011	0.002
6.975	0.014	0.003	-0.006	0.008
7	0.018	0.01	-0.001	0.014
7.025	0.02	0.017	0.004	0.02
7.05	0.023	0.024	0.01	0.025
7.075	0.025	0.03	0.015	0.03
7.1	0.026	0.035	0.021	0.033
7.125	0.026	0.039	0.026	0.036
7.15	0.026	0.042	0.031	0.037
7.175	0.025	0.042	0.035	0.038
7.2	0.024	0.041	0.038	0.037
7.225	0.022	0.039	0.04	0.035
7.25	0.019	0.035	0.041	0.033
7.275	0.016	0.03	0.039	0.029
7.3	0.013	0.024	0.036	0.025
7.325	0.009	0.018	0.032	0.021
7.35	0.005	0.013	0.026	0.016
7.375	0.001	0.008	0.02	0.011
7.4	-0.003	0.003	0.013	0.006
7.425	-0.007	-0.002	0.006	0.001
7.45	-0.011	-0.006	0	-0.003
7.475	-0.014	-0.011	-0.006	-0.008
7.5	-0.018	-0.015	-0.011	-0.012
7.525	-0.021	-0.018	-0.016	-0.016
7.55	-0.023	-0.022	-0.02	-0.02
7.575	-0.025	-0.024	-0.024	-0.023
7.6	-0.026	-0.027	-0.027	-0.026
7.625	-0.026	-0.028	-0.029	-0.029
7.65	-0.026	-0.03	-0.03	-0.031
7.675	-0.025	-0.03	-0.031	-0.032
7.7	-0.024	-0.031	-0.032	-0.033
7.725	-0.022	-0.031	-0.032	-0.033
7.75	-0.019	-0.03	-0.031	-0.033
7.775	-0.016	-0.029	-0.031	-0.032
7.8	-0.013	-0.027	-0.029	-0.031
7.825	-0.009	-0.025	-0.027	-0.029
7.85	-0.005	-0.022	-0.025	-0.026
7.875	-0.001	-0.019	-0.022	-0.022
7.9	0.003	-0.014	-0.019	-0.018
7.925	0.006	-0.009	-0.015	-0.012
7.95	0.01	-0.004	-0.01	-0.006
7.975	0.013	0.003	-0.006	0
8	0.015	0.009	-0.001	0.007
8.025	0.017	0.016	0.005	0.014
8.05	0.019	0.023	0.01	0.02
8.075	0.02	0.028	0.016	0.025
8.1	0.02	0.033	0.022	0.03
8.125	0.02	0.037	0.027	0.034
8.15	0.019	0.039	0.032	0.036
8.175	0.018	0.04	0.036	0.037
8.2	0.016	0.039	0.04	0.037
8.225	0.015	0.036	0.042	0.035
8.25	0.012	0.033	0.043	0.033
8.275	0.01	0.028	0.042	0.029
8.3	0.008	0.022	0.039	0.025
8.325	0.005	0.017	0.035	0.02
8.35	0.003	0.012	0.029	0.015
8.375	0.001	0.007	0.022	0.01
8.4	-0.001	0.002	0.015	0.005
8.425	-0.003	-0.002	0.008	0
8.45	-0.005	-0.006	0.001	-0.004
8.475	-0.006	-0.01	-0.005	-0.009
8.5	-0.007	-0.013	-0.01	-0.012
8.525	-0.007	-0.016	-0.015	-0.016
8.55	-0.007	-0.018	-0.019	-0.018
8.575	-0.007	-0.019	-0.023	-0.021
8.6	-0.007	-0.02	-0.026	-0.023
8.625	-0.006	-0.021	-0.028	-0.024
8.65	-0.006	-0.021	-0.03	-0.025
8.675	-0.005	-0.02	-0.032	-0.026
8.7	-0.004	-0.019	-0.033	-0.027
8.725	-0.003	-0.017	-0.033	-0.027
8.75	-0.003	-0.015	-0.033	-0.027
8.775	-0.002	-0.013	-0.033	-0.026
8.8	-0.001	-0.01	-0.032	-0.025
8.825	-0.001	-0.007	-0.03	-0.023
8.85	-0.001	-0.004	-0.028	-0.021
8.875	0	-0.001	-0.026	-0.018
8.9	0	0.002	-0.023	-0.014
8.925	0	0.006	-0.019	-0.009
8.95	0	0.009	-0.015	-0.004
8.975	0	0.012	-0.011	0.001
9	0	0.014	-0.006	0.006
9.025	0	0.016	-0.001	0.012
9.05	0	0.017	0.005	0.017
9.075	0	0.017	0.011	0.021
9.1	0	0.017	0.017	0.025
9.125	0	0.016	0.022	0.029
9.15	0	0.014	0.028	0.031
9.175	0	0.012	0.032	0.032
9.2	0	0.009	0.036	0.032
9.225	0	0.007	0.039	0.031
9.25	0	0.005	0.041	0.029
9.275	0	0.003	0.041	0.026
9.3	0	0.002	0.039	0.022
9.325	0	0.001	0.036	0.017
9.35	0	0	0.032	0.012
9.375	0	-0.001	0.026	0.007
9.4	0	-0.001	0.02	0.002
9.425	0	-0.001	0.015	-0.003
9.45	0	-0.001	0.009	-0.007
9.475	0	-0.001	0.004	-0.01
9.5	0	0	-0.001	-0.013
9.525	0	0.001	-0.006	-0.016
9.55	0	0.001	-0.01	-0.017
9.575	0	0.002	-0.013	-0.019
9.6	0	0.003	-0.016	-0.019
9.625	0	0.003	-0.019	-0.02
9.65	0	0.004	-0.021	-0.02
9.675	0	0.004	-0.023	-0.02
9.7	0	0.004	-0.024	-0.021
9.725	0	0.004	-0.025	-0.021
9.75	0	0.004	-0.025	-0.022
9.775	0	0.004	-0.026	-0.022
9.8	0	0.004	-0.025	-0.023
9.825	0	0.003	-0.024	-0.023
9.85	0	0.002	-0.023	-0.022
9.875	0	0.002	-0.021	-0.021
9.9	0	0.001	-0.019	-0.019
9.925	0	0.001	-0.016	-0.015
9.95	0	0.001	-0.013	-0.011
9.975	0	0.001	-0.01	-0.006
10	0	0.001	-0.006	-0.001
